Core,"Latitude (decimal, from -90 to +90)","Longitude (decimal, from -180 to +180)",Ocean,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber total,Globoturborotalita tenella,Globigerinoides sacculifer w/o sac,Globigerinoides sacculifer with sac,Globigerinoides sacc total,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera (=aequilateralis),Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,P/D integrade + N. pachyderma R,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides L,Globorotalia truncatulinoides R,Globorotalia truncatulinoides total,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii,Globorotalia tumida,Globorotalia menardii flexuosa,Globorotalia menardii + tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Berggrenia pumilio + T. humilis,Globigerinita uvula,Other ID,Other UnID,Total Planktics,,,,,,,,,,,,
51601-1,51.09,-12.92,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,3.1,20.3,0.3,0,0,0,6,0.6,41.7,0,41.7,,0,0,10.9,0,0.3,0.3,0,,0,2.8,,0,0,,0,0,14,,,0,0,0,,352,,,,,,,,,,,,
52004-1,51.07,-12.92,North Atlantic,0.1,0,0,0,0,0,0,0,0,0,,0,0.5,20.4,0.2,0.2,0,0,3.8,1,48.1,0,48.1,,0,0,8.3,0,0.5,0.5,0,,0.2,3,,0,0.1,,0.1,0,13.2,,,0,0,0.3,,971,,,,,,,,,,,,
11108-2,51.06,-12.95,North Atlantic,0.3,0,0,0.1,0.1,0,0,0,0,0,,0,1.6,22.7,0.1,0.5,0,0,6,0.1,39.3,0,39.3,,0,0,10.2,0,0.3,0.3,0,,0,1.6,,0,0,,0,0,16.6,,,0,0,0.4,,745,,,,,,,,,,,,
11108-1,51.06,-12.97,North Atlantic,0.3,0,0,0,0,0,0,0,0,0,,0.3,2.2,22.4,0,0,0,0,6.8,0.3,43.5,0,43.5,,0,0,10.8,0,0,0,0,,0,0.6,,0.3,0,,0.3,0,11.8,,,0,0,0.7,,320,,,,,,,,,,,,
51901-2,51.05,-13.01,North Atlantic,0.1,0,0,0.1,0.1,0,0,0,0,0,,0.1,1.5,23.5,0,0.7,0,0.1,4.6,1.2,43.3,0,43.3,,0,0,10,0,0.6,0.6,0,,0.1,1.9,,0.1,0,,0.1,0,11.5,,,0.1,0,0.6,,670,,,,,,,,,,,,
52023-1,50.8,-12.95,North Atlantic,0.1,0,0,0,0,0,0,0,0,0,,0.1,1,25.2,0.3,0.1,0,0,7.6,0.1,42.3,0,42.3,,0,0,8,0.1,0.6,0.7,0,,0,2.5,,0,0,,0,0,11.5,,,0,0,0.3,,773,,,,,,,,,,,,
GIK23417-7,50.67,-19.43,North Atlantic,0.7,0,0,0,0,0,0,0,0,0,,0.4,0,26.8,0,0.3,0,0,1.8,0.4,44.4,3.4,44.4,,0,0,7.9,0.1,1.2,1.3,0,,0.3,2.5,,0,0,,0,0,9.5,,,0,0,0.4,,636,,,,,,,,,,,,
52007-1,50.38,-12.7,North Atlantic,0.5,0,0,0,0,0,0,0,0,0,,0,0,21.7,0,0,0,0,4.8,0.8,47.8,0.3,47.8,,0,0,7.5,0,0,0,0,,0,2.7,,0,0,,0,0,13.9,,,0,0,0,,374,,,,,,,,,,,,
52025-1,50.37,-12.72,North Atlantic,0,0,0,0.7,0.7,0,0,0,0,0,,0,0.4,20.3,0,0.2,0,0,9.7,1.1,44.1,0,44.1,,0,0,10.2,0.2,0.4,0.6,0,,0.2,2.1,,0,0,,0,0,9.5,,,0,0,1.1,,567,,,,,,,,,,,,
51612-1,50.35,-13.39,North Atlantic,0,0,0,0.3,0.3,0,0,0,0,0,,0,1.3,22.1,0.3,0,0,0,4.8,0.3,41.3,0,41.3,,0,0,9.3,0,0.3,0.3,0,,0,2.9,,0,0,,0,0,17.1,,,0,0,0,,377,,,,,,,,,,,,
52006-1,50.34,-12.71,North Atlantic,0.5,0,0,0.3,0.3,0,0,0,0,0,,1,0,24.8,0,0,0,0,2.3,1.5,48.6,0,48.6,,0,0,5.8,0,0.3,0.3,0,,0,0.8,,0,0,,0,0,14.1,,,0,0,0,,394,,,,,,,,,,,,
52005-1,50.33,-13.38,North Atlantic,0.2,0,0,0.5,0.5,0,0,0,0,0,,0,0.9,19.5,0,0.2,0,0,2.6,1.9,50.5,0,50.5,,0,0,7.7,0.2,0.5,0.7,0,,0,2.3,,0.2,0,,0.2,0,12.7,,,0,0,0.3,,428,,,,,,,,,,,,
51603-1,50.31,-13.33,North Atlantic,0.2,0,0,0.2,0.2,0,0,0,0,0,,0,1.5,21.8,0,0.7,0,0,5.5,0.9,42.4,0,42.4,,0,0,8.8,0.4,0.7,1.1,0,,0.2,2.6,,0,0,,0,0,14.1,,,0,0,0,,458,,,,,,,,,,,,
11107-1,50.3,-13.4,North Atlantic,0.4,0,0,0.4,0.4,0,0,0,0,0,,0.3,1.6,26.3,0,0.3,0,0,4.8,0.4,38.5,0,38.5,,0,0,9.3,0,0.7,0.7,0,,0,2.2,,0,0,,0,0,14,,,0,0,0.6,,685,,,,,,,,,,,,
F1KR12,50.15,-17.37,North Atlantic,,,,2,2,,,,,,,,,71,6,,,,2,,190,,190,,,,31,2,5,7,,,,2,,,,,,,24,,,,,,,335,,,,,,,,,,,,
11883-1bx,50.12,-21.2,North Atlantic,0.3,0,0,0,0,0,0,0,0,0,,0.3,0.7,26.7,0,0,0,0,3.2,0.7,37.2,0,37.2,,0,0,9.9,0,0.3,0.3,0,,0,2.6,,0,0,,0,0,17.7,,,0,0,0.4,,306,,,,,,,,,,,,
51605-1,50.09,-13.86,North Atlantic,1.1,0,0,0.4,0.4,0,0,0,0,0,,0,1.4,22.8,0,0.4,0,0,4.6,0,42.5,0,42.5,,0,0,9.1,0,0.4,0.4,0,,0,0.4,,0,0,,0,0,16.8,,,0,0,0.1,,285,,,,,,,,,,,,
V23-83,49.87,-24.25,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,20.5,1,0,0,0,2,0.8,36.1,3.8,36.1,,0,0,13.1,0,0.3,0.3,0,,1,1.8,,0,0,,0,0,17.2,,,0,0,2.4,,399,,,,,,,,,,,,
11106-5,49.84,-14.05,North Atlantic,0.7,0,0,0.8,0.8,0,0,0,0,0,,0.3,1.4,24.7,0.1,0.1,0,0,2.3,0.4,40.7,0,40.7,,0,0,12.4,0,1.1,1.1,0,,0.1,1.6,,0.1,0,,0.1,0,13.2,,,0,0,0,,734,,,,,,,,,,,,
11881-4bx,49.79,-21.23,North Atlantic,0.2,0,0,0.4,0.4,0,0,0,0,0,,0.2,0.2,23.4,0,0,0,0,1,1,38.1,0,38.1,,0,0,13.8,0.4,1.4,1.8,0,,0,3.1,,0.4,0,,0.4,0,15.7,,,0,0,0.8,,485,,,,,,,,,,,,
51606-1,49.75,-14.13,North Atlantic,1,0,0,0.3,0.3,0,0,0,0,0,,0,1.5,20.7,0,0.3,0,0.3,2.8,1.3,46,0,46,,0,0,10.9,0.3,1.3,1.6,0,,0,2.5,,0.5,0,,0.5,0,10.2,,,0.3,0,0.6,,394,,,,,,,,,,,,
11343-3bx,49.72,-14.69,North Atlantic,0.7,0,0,0.7,0.7,0,0,0,0,0,,0.1,1.6,14.8,0.6,0,0,0,0.1,0.9,53.3,0.6,53.3,,0,0,11.6,0,1,1,0,,0.9,2.2,,0,0,,0,0,9.8,,,0,0,0.9,,803,,,,,,,,,,,,
51607-1,49.49,-14.7,North Atlantic,0.5,0,0,0.5,0.5,0,0,0,0,0,,0.2,1.5,25.9,0.2,0,0,0,1.7,1.5,43.2,0,43.2,,0,0,11.8,0.2,0,0.2,0,,0,1.5,,0.5,0,,0.5,0,10.1,,,0,0,0.7,,407,,,,,,,,,,,,
V28-82,49.45,-22.27,North Atlantic,0.3,0,0,0.2,0.2,0,0,0,0,0,,1,0,16.1,3.3,0,0,0,2.9,0.7,34.6,1.7,34.6,,0,0,14,0.3,2.1,2.4,0.2,,1.2,4.5,,0,0,,0,0,15.9,,,0,0,1,,584,,,,,,,,,,,,
F1KS45,49.15,-17.77,North Atlantic,,,,2,2,,,,,,,1,,84,,1,4,,12,13,140,,140,,,,21,1,2,3,,,2,16,,,,,,,36,,,,,,,335,,,,,,,,,,,,
V29-183,49.13,-25.5,North Atlantic,0,0,0,1,1,0,0,0,0,0,,0,0.2,20.6,1.7,0,0,0.2,2.3,1.5,36.5,0.6,36.5,,0,0,13.5,0.4,1.3,1.7,0,,2.3,2.9,,0,0,,0,0,13.5,,,0.2,0,1.5,,481,,,,,,,,,,,,
V29-184,49.13,-25.5,North Atlantic,0.6,0,0,0.6,0.6,0,0,0,0,0,,0.2,0.4,18.3,3.6,0,0,0,3.8,0.8,37.1,0.6,37.1,,0,0,15.4,0.6,0.2,0.8,0,,1.5,3.2,,0,0,,0,0,11.6,,,0,0,1.5,,525,,,,,,,,,,,,
11908-22,48.84,-11.47,North Atlantic,1,0,0,0,0,0,0,0,0,0,,0.6,1,15.4,0.4,0,0,0.1,0,0.8,52.7,1.1,52.7,,0,0,7.5,0.3,1.1,1.4,0.1,,0,0.4,,0.4,0,,0.4,0,16.1,,,0.1,0.4,1,,706,,,,,,,,,,,,
11147-5bx,48.71,-14.68,North Atlantic,0.4,0,0,1.2,1.2,0,0,0,0,0,,0,0,14.4,0,0,0,0,0.2,1.5,54.6,0.2,54.6,,0,0,6.8,0.8,0.8,1.6,0.2,,0,1.7,,0.4,0,,0.4,0,16.3,,,0,0,0.5,,518,,,,,,,,,,,,
GIK17054-1,48.45,-27.7,North Atlantic,0.5,0.2,0,0.4,0.4,0,0,0,0,0,,0.2,0,30.5,0.5,0,0,0,1.8,1.4,22.9,7.7,22.9,,0,0,15.7,0.9,0,0.9,0,,1.2,4.3,,0,0,,0,0,11.8,,,0,0,0.2,,363,,,,,,,,,,,,
V27-122,48.28,-16.97,North Atlantic,1,0.2,0,0.8,0.8,0,0,0,0,0,,0.4,0.2,11.2,0.8,0.2,0,0,2.6,7.6,36.7,0.8,36.7,,0,0,20.5,0.8,3.2,4,0,,1.2,0.4,,0,0,,0,0,8.8,,,0,0,2.6,,496,,,,,,,,,,,,
F1KS47,48.2,-15.92,North Atlantic,3,,,9,9,,,,,,,1,,64,7,1,4,,14,24,104,,104,,,,65,3,16,19,,,4,14,,,,,,,28,,,,,,,361,,,,,,,,,,,,
GIK17056-1,48.04,-25.9,North Atlantic,0.5,0,0,0.2,0.2,0,0,0,0,0,,0.7,0,41.4,0,0,0,0,1.7,0.2,17.6,9.9,17.6,,0,0,9.9,1.2,0,1.2,0,,1.2,5.5,,0,0,,0,0,9.9,,,0,0,0,,415,,,,,,,,,,,,
11879-3bx,47.81,-21.64,North Atlantic,0.7,0,0,1.2,1.2,0,0,0,0,0,,1.4,0.2,27.7,0.2,0,0,0,2.1,0.9,23.9,0,24.6,,0,0,14.7,0,2.1,2.1,0,,0,4.5,,0,0,,0,0,18.9,,,0,0,0.7,,424,,,,,,,,,,,,
11880-5bx,47.78,-19.71,North Atlantic,0.7,0,0,0.7,0.7,0,0,0,0,0,,1,0,30.1,0.5,0,0,0,0.2,1.1,30.6,0,30.6,,0,0,8.8,0,1.2,1.2,0,,0,3.5,,1.1,0,,1.1,0,19.5,,,0,0,1.2,,404,,,,,,,,,,,,
14-3bx,47.66,-14.43,North Atlantic,1.6,0,0,2.3,2.3,0,0,0,0,0,,0.4,2.1,21.9,0,0.1,0,0,0.8,1.8,39.3,0,39.3,,0,0,11.3,0.3,1.7,2,0,,0,2.5,,0.1,0,,0.1,0,13,,,0,0,0.7,,706,,,,,,,,,,,,
GEKR01,47.63,-8.48,North Atlantic,2,,,5,5,,,,,,,2,,94,,,3,,21,4,139,,139,,,,23,,3,3,,,1,8,,,,,,,16,,,,,,,321,,,,,,,,,,,,
GEKS01,47.47,-8.57,North Atlantic,2,,,11,11,,,,,,,2,,70,,,8,,12,3,187,,187,,,,32,,5,5,,,1,5,,,,,,,8,,,,,,,346,,,,,,,,,,,,
V28-83,47.47,-19.98,North Atlantic,1.1,0,0,1.4,1.4,0,0,0,0,0,,0.5,0,26.9,3.6,0,0,0,0.5,0.2,35.3,1.4,35.3,,0,0,13.5,0.5,2.7,3.2,0,,0.9,1.8,,0,0,,0,0,9.3,,,0,0,0.3,,441,,,,,,,,,,,,
GEKS06,47.05,-8.77,North Atlantic,9,,,10,10,,,,,,,1,,37,,2,8,,,3,204,,204,,,,27,,8,8,,,,5,,,,,,,27,,,,,,,341,,,,,,,,,,,,
GEKS04,46.92,-8.08,North Atlantic,8,,,6,6,,,,,,,2,,43,,1,5,,2,1,199,,199,,,,36,1,5,6,,,,5,,,,,,,14,,,,,,,328,,,,,,,,,,,,
GEKR03,46.77,-8.68,North Atlantic,8,,,7,7,,,,,,,2,,45,,2,4,,1,1,201,,201,,,,36,,7,7,,,,2,,,,,,,29,,,,,,,345,,,,,,,,,,,,
GG6730,46.77,-5.97,North Atlantic,10,,,4,4,,,,,,,2,,57,,1,1,,1,6,176,,176,,,,49,,1,1,,,,3,,,,,,,16,,,,,,,327,,,,,,,,,,,,
GEKS08,46.67,-8.98,North Atlantic,13,,,9,9,,,,,,,2,,30,,1,6,1,5,1,204,,204,,,,27,1,2,3,,,1,8,,,,,,,12,,,,,,,323,,,,,,,,,,,,
11342-3bx,46.65,-13.25,North Atlantic,1.3,0,0,2.6,2.6,0,0,0,0,0,,0.9,0.4,24.1,0.2,0,0,0.1,0.1,2.3,36.2,0,36.2,,0,0,14.2,0.1,2,2.1,0,,0,1.7,,0.2,0,,0.2,0,11.9,,,0.1,0,1.7,,816,,,,,,,,,,,,
10-4bx,46.63,-13.27,North Atlantic,1.4,0,0,2.9,2.9,0,0,0,0,0,,0.6,1.7,17.4,0.1,0.1,0,0.3,0.3,0.3,46.2,0,46.2,,0,0,12.2,0.1,1.7,1.8,0,,0,1.2,,0.3,0,,0.3,0,12.9,,,0.3,0,0.7,,723,,,,,,,,,,,,
3-4bx,46.51,-11.5,North Atlantic,1.9,0,0,2.4,2.4,0,0,0,0,0,,0.7,0.3,18.7,0.1,0,0,0.3,0.4,1,49.9,0,49.9,,0,0,13,0,1,1,0,,0,0.9,,0,0,,0,0,9,,,0.3,0,0.6,,667,,,,,,,,,,,,
9-3bx,46.42,-12.54,North Atlantic,1.7,0,0,2.3,2.3,0,0,0.1,0.1,0,,0.8,1,25.9,0.7,0.1,0,0.1,1.4,2.5,34.9,0,34.9,,0,0,11.2,0.3,2.3,2.6,0,,0.2,1.6,,0.3,0,,0.3,0,12,,,0.1,0,0.8,,1076,,,,,,,,,,,,
GG6709,46.27,-4.6,North Atlantic,29,,,22,22,,,,,,,2,,56,,,5,,,5,173,,173,,,,28,,6,6,,,,3,,,,,,,17,,,,,,,346,,,,,,,,,,,,
11-4bx,46.07,-12.47,North Atlantic,2.4,0,0,1.8,1.8,0,0,0,0,0,,1.2,1.4,20.6,0.5,0,0,0.1,0,0.5,45.9,0,45.9,,0,0,9,0,1.9,1.9,0,,0.1,1.5,,0,0,,0,0,12.6,,,0.1,0,0.4,,776,,,,,,,,,,,,
GG6912,46.02,-4.7,North Atlantic,17,,,27,27,,,,,,,1,,57,,,3,,2,3,176,,176,,,,38,1,1,2,,,,5,,,,,,,6,,,,,,,337,,,,,,,,,,,,
V23-84,46,-16.92,North Atlantic,2.1,0,0,2.1,2.1,0,0.5,0,0.5,0,,1.4,0.2,11.7,5.5,0,0,0.2,3.6,0.5,31.3,1.7,31.3,,0,0,12.2,1,5,6,0,,0.5,2.6,,0,0,,0,0,13.8,,,0.2,0,4.1,,419,,,,,,,,,,,,
GG6711,45.9,-3.83,North Atlantic,6,,,10,10,,,,,,,1,,78,,,12,,10,1,152,,152,,,,31,,1,1,,,1,10,,,,,,,10,,,,,,,323,,,,,,,,,,,,
12-1bx,45.88,-13.08,North Atlantic,3,0,0,3.2,3.2,0,0,0,0,0,,1.4,0.7,22.2,0,0.2,0,0,0.2,0.4,41.2,0,41.2,,0,0,12,0.2,2.2,2.4,0,,0.2,0.9,,0.2,0,,0.2,0,10.9,,,0,0,0.9,,558,,,,,,,,,,,,
GG6719,45.75,-3.95,North Atlantic,26,,,12,12,,,,,,,3,,55,,,5,,,3,167,,167,,,,57,,3,3,,,3,,,,,,,,9,,,,,,,343,,,,,,,,,,,,
GG6609,45.57,-5,North Atlantic,22,,,40,40,,,,,,,,,37,,1,6,,1,4,156,,156,,,,37,,1,1,,,3,3,,,,,,,26,,,,,,,337,,,,,,,,,,,,
GG6714,45.48,-4.42,North Atlantic,8,,,2,2,,,,,,,,,51,,,5,,,1,181,,181,,,,54,,,0,,,,3,,,,,,,11,,,,,,,316,,,,,,,,,,,,
CH69-28,45.37,-5.33,North Atlantic,3,,,88,88,,,,,,,,,31,,,,10,11,,160,,,,,,6,,2,2,,,,2,,,,,,,22,,,,,,,335,,,,,,,,,,,,
GBA7207,45.37,-5.33,North Atlantic,2.2,0,0,4.3,4.3,0,0,0,0,0,,0,0,20.1,0,0,0,2.9,3.9,0,55.5,0,55.5,,0,0,0,0,1,1,0,,0,1.7,,0,0,,0,0,8.6,,,2.9,0,0,,285,,,,,,,,,,,,
V29-180,45.3,-23.87,North Atlantic,1.2,0,0,2.7,2.7,0.4,0,0,0,0,,1.1,0.7,17.8,9.3,0.1,0,0,2.9,2.4,23.9,0.3,23.9,,0,0,15.6,0.9,4.9,5.8,0,,1.2,6.5,,0,0,,0,0,5.5,,,0,0,2.5,,749,,,,,,,,,,,,
GG7211,45.1,-7.93,North Atlantic,10,,,20,20,,,,,,,5,,50,,,2,,1,16,165,,165,,,,22,,5,5,,,,3,,,,,,,24,,,,,,,323,,,,,,,,,,,,
SU90-I02,45.09,-39.44,North Atlantic,5,1,2,1,3,0,3,0,3,0,,3,0,88,5,0,5,0,5,24,44,0,44,,,,45,3,2,5,0,,6,4,,1,0,,1,0,22,,,,,,,269,,,,,,,8,,2,98,36,26
RC09-222,45.08,-10.55,North Atlantic,17.7,0,0,0.6,0.6,0,0,0,0,0,,2.1,0.3,7.5,0.6,1.2,0,0,0,1.2,37.2,1.5,37.2,,0,0,18.6,0,0,0,0,,0.3,0.6,,0,0,,0,0,7.5,,,0,0,3.1,,333,,,,,,,,,,,,
SFKS09,44.77,-4.22,North Atlantic,20,,,3,3,,,,,,,1,,25,,,4,1,1,23,147,,147,,,,41,,1,1,,,,,,,,,,,3,,,,,,,270,,,,,,,,,,,,
SFKS10,44.75,-3.75,North Atlantic,8,,,3,3,,,,,,,,,27,,1,,,,1,179,,179,,,,30,,,0,,,,3,,,,,,,6,,,,,,,258,,,,,,,,,,,,
SU90-I01,44.71,-34.02,North Atlantic,2,1,1,23,24,0,3,0,3,0,,1,2,113,10,0,23,0,19,80,91,0,91,,,,64,5,3,8,0,,11,26,,0,0,,0,0,37,,,,,,,515,,,,,,,10,,23,73,21,16
V28-89,44.53,-32.58,North Atlantic,0.2,0,0.2,3.8,4,0,0.6,0,0.6,0,,0.4,0.6,19.1,10.2,0.6,0,0.2,3,2.3,22.2,0.8,22.2,,0,0,15.7,2.1,1.3,3.4,0,,2.3,2.5,,0,0,,0,0,10.4,,,0.2,0,1.5,,528,,,,,,,,,,,,
V28-089-II,44.53,-32.58,North Atlantic,2,1,0,29,29,1,0,1,1,0,0,1,4,67,64,0,1,0,18,13,66,38,66,0,0,0,68,10,6,16,0,0,13,13,0,0,0,0,0,0,36,0,0,0,0,0,9,461,,,,,,,,,,,,
GG6501,44.38,-2.97,North Atlantic,4,,,37,37,,,,,,,,,51,,1,6,,6,17,174,,174,,,,41,3,3,6,,,,,,,,,,,12,,,,,,,355,,,,,,,,,,,,
A152-084,44.35,-30.27,North Atlantic,0.8,0,0.4,5.8,6.2,0.8,0,0.4,0.4,0,,0.8,1.6,12.6,13.2,0,1.2,0,2.1,1.6,14.8,3.1,14.8,,0,0,13.8,1.4,2.1,3.5,0,,3.3,8.4,,0,0,,0,0,7.6,,,0,0,4.2,,486,,,,,,,,,,,,
SFKS04,44.32,-3.45,North Atlantic,10,,1,3,4,,,,,,,2,,59,,1,15,,6,,178,,178,,,,43,,1,1,,,,5,,,,,,,13,,,,,,,337,,,,,,,,,,,,
RC09-212,44.18,-14.9,North Atlantic,18.4,0,0,1.1,1.1,0,0.2,0,0.2,0,,0.8,0,3.6,0.6,1.9,0,0,0.6,8.1,39,0.2,39,,0,0,14,0.4,0.2,0.6,0.6,,0.8,0.8,,0,0,,0,0,6.1,,,0,0,2.6,,472,,,,,,,,,,,,
V27-16,44.15,-39.87,North Atlantic,0.2,0.2,0,4.9,4.9,0,0.9,0.7,1.6,0,,0,0,10.7,2.6,0,0,0,0,11,19.8,2.8,19.8,,0,0.2,29.4,1.4,1.6,3,0,,3.3,0.5,,0.5,0,,0.5,0,8.4,,,0,0,0.9,,429,,,,,,,,,,,,
GG6603,44.08,-2.18,North Atlantic,1,,,24,24,,,,,,,,,51,,,8,,7,11,157,,157,,,,33,,3,3,,,,3,,,,,,,11,,,,,,,309,,,,,,,,,,,,
GG6964,44.07,-4.45,North Atlantic,9,,,17,17,,,,,,,2,,43,,,1,,12,45,148,,148,,,,16,,4,4,,,,2,,,,,,,20,,,,,,,319,,,,,,,,,,,,
V29-179,44,-24.53,North Atlantic,0.2,0.2,0.2,2.5,2.7,0.5,0.2,0,0.2,0,,1.8,1.2,22.4,9.5,0.5,0,0,1.3,0.3,21.7,0.3,21.7,,0,0,12.2,1.5,6.6,8.1,0,,2,4.6,,0,0,,0,0,7.1,,,0,0,3.2,,608,,,,,,,,,,,,
V27-136,43.97,-15.8,North Atlantic,3,0,0,2,2,0,0,0,0,0,0,1,1,3,0,1,0,0,5,18,120,3,120,0,0,0,80,0,10,10,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,1,257,,,,,,,,,,,,
GG6969,43.83,-4.5,North Atlantic,15,,,16,16,,,,,,,2,,47,,2,,,1,7,187,,187,,,,37,,3,3,,,,,,,,,,,7,,,,,,,324,,,,,,,,,,,,
V27-126,43.78,-14.68,North Atlantic,30,0,0,2,2,0,0,0,0,0,0,3,1,1,2,1,0,0,0,13,73,0,73,0,0,0,75,2,4,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,210,,,,,,,,,,,,
GG6802,43.55,-2.02,North Atlantic,5,,,8,8,,,,,,,5,,85,,,,,10,8,77,,77,,,,48,1,1,2,,,,3,,,,,,,9,,,,,,,260,,,,,,,,,,,,
V29-178,42.83,-25.15,North Atlantic,1.8,0,0,5.3,5.3,0.7,0.2,0,0.2,0,,1.7,0.9,18,13.8,0,0,0,1.5,0.4,15.8,0,15.8,,0,0,13.2,2,5.7,7.7,0,,3.5,4.8,,0,0,,0,0,9.2,,,0,0,1.5,,545,,,,,,,,,,,,
V27-7,42.79,-54.34,North Atlantic,0,0.2,0.2,0.4,0.6,0,0,0.2,0.2,0,,0,0,10.1,0.2,0,0,0,0,10.7,51.5,2.6,51.5,,0,0.2,20,0.2,0,0.2,0,,0.2,0,,0.6,0,,0.6,0,1.5,,,0,0,1.2,,466,,,,,,,,,,,,
V27-007-I,42.78,-54.33,North Atlantic,1,1,0,7,7,0,0,0,0,0,0,0,1,50,3,0,0,0,5,60,248,25,248,0,0,3,157,6,0,6,0,0,1,0,0,1,2,0,3,0,10,0,0,0,0,0,1,582,,,,,,,,,,,,
V27-15,42.73,-43.22,North Atlantic,0.8,0.5,0.3,8.3,8.6,0,1,0.5,1.5,0,,0.5,0.3,18.1,1,0,0,0,0.8,12.3,24.6,1.5,24.6,,0,0.8,12.8,1.8,0.8,2.6,0.3,,1.8,0,,0.8,0,,0.8,0,7.3,,,0,0,3.2,,398,,,,,,,,,,,,
5-4bx,42.69,-20.03,North Atlantic,1.4,0,0,1.7,1.7,0,0.3,0,0.3,0,,0,0.9,10.1,0,0,0,1.5,0,0.5,43.4,0,43.4,,0,0,28.9,0.9,4.3,5.2,0,,0.2,0.2,,0.3,0,,0.3,0,5.5,,,1.5,0,0,,585,,,,,,,,,,,,
V27-137,42.68,-17.07,North Atlantic,3.2,0.3,0,4.7,4.7,0,1.6,1.1,2.7,0,,1.1,0,6.5,1.6,0.8,0,1.3,0.5,1.1,35,0.3,35,,0,0,22.3,1.3,3.2,4.5,0,,1.6,2.7,,0,0,,0,0,9.2,,,1.3,0,1.5,,385,,,,,,,,,,,,
G5KR64,42.68,-9.83,North Atlantic,4,,,6,6,,,,,,,,,82,3,,8,,4,7,157,,157,,,,38,1,4,5,,,1,2,,,,,,,17,,,,,,,334,,,,,,,,,,,,
G5KS62,42.62,-9.58,North Atlantic,7,,,4,4,,,,,,,4,,79,4,,1,,20,33,99,,99,,,,35,2,4,6,,,,10,,,,,,,17,,,,,,,319,,,,,,,,,,,,
NEAP-20B,42.49,-28.42,North Atlantic,0,0,0,5.4,5.4,0,0.5,0.2,0.7,0,,2.9,0,22,9.5,0,0.2,0,2.4,1,19.3,0,19.3,,0,0,13.9,1.7,3.2,4.9,0,,2,6.3,,0,0,,0,0,9.5,,,0,0,0,,410,,,,,,,,,,,,
V02-9,42.47,-54.9,North Atlantic,0.2,1.9,0,0.9,0.9,0,0,0,0,0,,0,0,4.3,0.5,0.2,0,0,2.4,8,49.9,4.3,49.9,,0,0.2,22.2,0,0.2,0.2,0,,0,0.5,,0.7,0,,0.7,0,1.2,,,0,0,2.4,,423,,,,,,,,,,,,
SU90-07,42.34,-32.26,North Atlantic,11,5,0,348,348,0,5,6,11,0,,0,0,776,213,0,202,0,23,33,382,0,382,,,,292,56,44,100,9,,110,213,,4,0,,4,0,168,,,,,,,2900,,,,,,,4,,2,98,56,44
V27-10,42.27,-60.48,North Atlantic,0.3,0,0,0.3,0.3,0,0.3,0,0.3,0,,0,0,13,0,0,0,0,1,25.1,28.8,6.7,28.8,,0,0.7,18.7,0.3,0.3,0.6,0,,0.3,0,,1.3,0.3,,1.7,0,1.7,,,0,0,0.7,,299,,,,,,,,,,,,
V28-90,42.17,-42.1,North Atlantic,0.7,0.2,0,7.4,7.4,0,1.3,0.7,2,0,,0.9,0.4,22.6,3.8,0.2,0,0,0.9,1.6,29.1,2.5,29.1,,0,0,15.9,1.3,0.4,1.7,0,,2,0,,0.9,0.4,,1.3,0,6.3,,,0,0,0.5,,446,,,,,,,,,,,,
SU90-06,42.03,-32.71,North Atlantic,3,6,6,175,181,0,6,6,12,0,,3,10,422,206,0,31,2,65,32,276,0,276,,,,344,57,53,110,0,,110,161,,3,0,,3,0,97,,,,,,,2074,,,,,,,4,,2,98,51,49
V29-177,41.53,-25.72,North Atlantic,0.5,0,0.5,4.8,5.3,0.2,0.5,0,0.5,0,,0.5,1.2,22.6,11.2,0,0,0,1.9,1,12.1,0,12.1,,0,0,15.7,2.6,7.6,10.2,0,,2.6,5.2,,0,0,,0,0,7.6,,,0,0,1.7,,420,,,,,,,,,,,,
V23-13,41.52,-45.13,North Atlantic,1.1,0.2,0,11.5,11.5,0,1.3,1.3,2.6,0,,1.7,0.6,13.2,3.9,0.2,0,0,0.9,3.3,17.7,4.3,17.7,,0,1.1,24.5,1.3,0.6,1.9,0,,2.6,0,,2.4,0,,2.4,0,5,,,0,0,1.3,,538,,,,,,,,,,,,
